teks_bersih,target_banjir,target_kpr,target_shm
"Rumah Mewah Dalam Cluster di Makasar Jakarta Timur Bisa Cash dan Kpr Selangkah Ke Bandara Halim Jakarta Timur, Bandara, Stasiun Woosh, Akses Pintu Tol, Mall Lipo Kramat Jati, Pasar Embrio, Pasar Terbesar di Makasar Jakarta Timur Spesifikasi Utama Properti: - Kamar Tidur: 3 - Kamar Mandi: 2 - Sertifikat: SHM - Sertifikat Hak Milik - PBB - IMB - Ruang Keluarga - Area Bermain Anak - Ruang Cuci - Balkon Fitur unggulan: - Lokasi di Pusat Kota. - Cocok Untuk Investasi. - Properti Bisa Nego. Berlokasi di Makasar Jakarta Timur, rumah ini memberikan kemudahan akses ke berbagai fasilitas menarik. Dengan harga Rp. 1.600.000.xxx, anda bisa memiliki hunian istimewa yang sudah siap huni dan bersertifikat SHM - Sertifikat Hak Milik. Ambil kesempatan untuk menikmati pengalaman tinggal di kawasan Makasar yang nyaman ini! Kontak segera untuk informasi lebih lanjut! Saya Pemilik Langsung 15 Rumah Premier Komplek Perumahan Bisa Nego Siap Huni Dekat Akses Transportasi Dekat Pusat Perbelanjaan Rp 1,65 Miliar Rp 8 Jutaan (Tenor 20 Tahun) Rp 10 Jutaan (Tenor 15 Tahun) Rumah Mewah Dalam Cluster Makasar Jakarta Timur Makasar, Jakarta Timur Rumah Mewah Dalam Cluster di Makasar Jakarta Timur Bisa Cash dan Kpr Selangkah Ke Bandara Halim Jakarta Timur, Bandara, Stasiun Woosh, Akses Pintu... 3 2 1 + 1 LT: 90 m² LB: 150 m² oleh Arief kurniawan Pemilik Properti",0,1,1
"Dijual Rumah Pulomas Kawasan Staregis 8M Luas Tanah: 367m2 Luas Bangunan: 550m2 Sertifikat: SHM Kamar tidur: 6 Kamar Mandi: 6 Carport: 3 Selling point: -Rumah Sakit Kartika Pulomas (jalan kaki) -TK-SMP At Taubah (jalan kaki) -TK-SMA Don Bosco (jalan kaki) -Global Savilla School dan Tugasku (2KM) -Toll Cempaka Putih (1 KM) 6 Rumah Premier Dekat Fasilitas Kesehatan Rp 8 Miliar Rp 39 Jutaan (Tenor 20 Tahun) Rp 50 Jutaan (Tenor 15 Tahun) Rumah 2 Lantai Pulomas Lokasi Strategis Pulomas, Jakarta Timur Dijual Rumah Pulomas Kawasan Staregis 8M Luas Tanah: 367m2 Luas Bangunan: 550m2 Sertifikat: SHM Kamar tidur: 6 Kamar Mandi: 6 Carport: 3 Sellin... 6 6 2 + 1 LT: 367 m² LB: 550 m² oleh Rayya Pilar Kencana",0,1,1
"RUMAH PREMIUM ASYA MATANA - JAKARTA GARDEN CITY Dapatkan rumah mewah di Asya Matana dengan desain modern architect dan finishing premium berkualitas tinggi, hasil kerjasama developer AstraLand dan Hongkong Land. Unit ini SIAP HUNI LANGSUNG - fully furnished dengan material branded, tidak memerlukan renovasi. UKURAN & DESAIN: - Luas Tanah: 153 m² (9x17) | Luas Bangunan: 250 m² - 3 Lantai Split Level - privasi & flow optimal - 5+1 Kamar Tidur | 4+1 Kamar Mandi - Desain by TSDS Architect - 2 Carport + area parkir depan luas (hadap jalan utama) - Kanopi kaca tempered premium :zap: UTILITAS: - Listrik Dual 7.700 VA + 7.700 VA (EV Charging ready) - 7 Unit AC: Daikin 6 unit + Gree 1 unit - Water Heater Ariston 80L electric - Smart door lock system INTERIOR PREMIUM: v Lantai HT 80x80 white glossy v Plafon double volume + Chandelier kristal v Kitchen set Quadra + Appliances Teka (oven, kompor, hood) v Kitchen sink Franke + SinkGard (food waste disposer) v Sofa recliner Cellini full leather v Meja makan jati Jepara v Master bed Cellini electric v Kids bed Simmons LOKASI - JAKARTA GARDEN CITY: - Cluster aman, gated 24/7 security (Astra Group) - Dekat AEON JGC, IKEA, Mayapada Hospital, Singapore Intercultural School - Akses tol MOI & JORR, dekat Stasiun Cakung - Area flood-free, lingkungan keluarga HARGA: JUAL: Rp 5.100.000.xxx (fully furnished) Comparable unit di cluster: 5,5M - 6M Gross yield rental: 4% - cocok untuk investor! ✅ LEGAL: SHM Penuh | IMB Lengkap | KPR-able 12 Rumah Premier Siap Huni Dekat Akses Transportasi Dekat Pusat Perbelanjaan Dekat Sekolah Rp 5,1 Miliar Rp 25 Jutaan (Tenor 20 Tahun) Rp 32 Jutaan (Tenor 15 Tahun) Rumah Mewah Asya Matana Jgc | SHM | Fully Furnished | 250M² | 5+1 KT Jakarta Garden City, Jakarta Timur RUMAH PREMIUM ASYA MATANA - JAKARTA GARDEN CITY Dapatkan rumah mewah di Asya Matana dengan desain modern architect dan finishing premium berkualit... 6 5 2 LT: 153 m² LB: 250 m² VT oleh Vincentius Tomy Pemilik Properti",0,1,1
"DIJUAL RUMAH CEPAT DI CAKUNG TIMUR JAKARTA TIMUR DIJUAL Rp. 1.4 M LT : 90 M2 LB : 100 M2 DIMENSI TANAH : 6 M X 15 M SHGB IMB ZONA KUNING HADAP SELATAN RUMAH 2 LANTAI NON FURNISHED R. TAMU DAPUR 3 + 1 KAMAR TIDUR 2 KAMAR MANDI LISTRIK 2.200 WATT AIR PDAM PARKRI AREA AKSES JALAN 6 METER 9 Rumah Premier Rp 1,4 Miliar Rp 6 Jutaan (Tenor 20 Tahun) Rp 8 Jutaan (Tenor 15 Tahun) Rumah Cepat di Cakung Timur Jakarta Timur Cakung, Jakarta Timur DIJUAL RUMAH CEPAT DI CAKUNG TIMUR JAKARTA TIMUR DIJUAL Rp. 1.4 M LT : 90 M2 LB : 100 M2 DIMENSI TANAH : 6 M X 15 M SHGB IMB ZONA KUNI... 3 + 1 2 LT: 90 m² LB: 100 m² oleh Maria Simangunsong",0,1,0
"DIJUAL RUMAH HOEK 3 LANTAI - CLUSTER ASYA MANINJAU, CAKUNG Rumah hoek modern siap huni di cluster premium, lingkungan nyaman & aman. Spesifikasi: LT 196 m² (14x14) LT fisik 246.5 m² (14.5x17) LB 193 m² 3 Lantai Hoek KT 4+1 KM 4+1 Carport 3 mobil Hadap Tenggara CCTV & Smart Door Lock Pompa air & toren Water heater solar panel Listrik 4.400 watt PAM PPJB Harga: Rp 6,2 M nego JCM2 280549 10 1 Rumah Premier Siap Huni Rp 6,2 Miliar Rp 30 Jutaan (Tenor 20 Tahun) Rp 39 Jutaan (Tenor 15 Tahun) Rumah Hoek 3 Lantai Asya Maninjau Cakung, LT 246M², 4+1 KT, Carport 3 Mobil, Smart Home, Harga 6,2 M Cakung, Jakarta Timur DIJUAL RUMAH HOEK 3 LANTAI - CLUSTER ASYA MANINJAU, CAKUNG Rumah hoek modern siap huni di cluster premium, lingkungan nyaman & aman. Spesifikasi:... 4 + 1 4 + 1 3 LT: 246 m² LB: 193 m² oleh Janto Chou",0,1,0
"Di Jual Rumah Mewah 2 lantai dijalan Arjuna Pisangan Baru Matraman, Jakarta Timur Rumah ini nempel sama Jalan Ahmad Yani jadi yang beraktifitas di sekitar Jakarta Timur, Jakarta Pusat, Utara, dan Selatan dari Rawamangun Salemba Monas sampe Gambir, cocok banget nih untuk memiliki hunian minimalis modern disini ARJUNA RESIDENCE Rumah Indent Legalitas SHM, PBB dan PBG tentunya Skema pembayaran Cash Keras Cash Bertahap Tidak bisa KPR Jalan Utama jalur 3 mobil survey lokasi dulu yuk, jangan sampai kehabisan, unit terbatas 10 Rumah Premier Komplek Perumahan Dekat Sekolah Rp 1,01 Miliar Rp 4 Jutaan (Tenor 20 Tahun) Rp 6 Jutaan (Tenor 15 Tahun) Dijual Rumah Mewah di Jalan Arjuna Pisangan Baru Matraman, Jakarta Timur Di Jual Rumah Mewah 2 lantai dijalan Arjuna Pisangan Baru Matraman, Jakarta Timur Rumah ini nempel sama Jalan Ahmad Yani jadi yang beraktifitas di... 2 2 1 + 1 LT: 36 m² LB: 59 m² VS oleh VERA SIMAH Independen",0,0,1
"Rumah bergaya minimalis di Kayu Putih. Temukan rumah 2 lantai yang nyaman ini, dijual dengan pemandangan indah yang menambah nilai estetika di lingkungan hunian. Rumah ini berada di wilayah yang mudah dijangkau serta menghadirkan lingkungan fasilitas yang lengkap, cocok untuk Anda yang menginginkan hunian nyaman. Spesifikasi Utama Properti: - Kamar Tidur: 4 - Kamar Mandi: 4 - Sertifikat: - - Daya Listrik: 4400 W - Arah Bangunan: Menghadap Selatan Dilengkapi dengan: - Keamanan 24 jam. - Taman. - Tempat Jemuran. Fitur unggulan: - Siap Huni. - Bebas Banjir. - Dekat Akses Transjakarta. - Dekat Akses LRT. - Dekat Pusat Perbelanjaan. - Dekat Sekolah Internasional. - Dekat Sekolah Negeri. - Dekat Universitas. - Dekat Akses Tol. - Lokasi dipusat kota. - Dekat Pusat Bisnis. - Lokasi Strategis. - Akses Jalan Muat 2 Mobil. Berlokasi di Kayu Putih, rumah ini memberikan kemudahan akses ke berbagai fasilitas menarik. Dengan harga Rp. 11.500.000.xxx, anda bisa memiliki hunian terbaik yang sudah siap huni. Segera ambil kesempatan untuk menikmati pengalaman tinggal di kawasan Kayu Putih yang nyaman ini! Kontak segera untuk informasi lebih lanjut! 9 Rumah Premier Komplek Perumahan Siap Huni Bebas Banjir Dekat Akses Transportasi Dekat Sekolah Rp 11,5 Miliar Rp 56 Jutaan (Tenor 20 Tahun) Rp 72 Jutaan (Tenor 15 Tahun) Dijual Cpt Rmh Pulo Mas, Kayu Putih, Jakarta Timur Kayu Putih, Jakarta Timur Rumah bergaya minimalis di Kayu Putih. Temukan rumah 2 lantai yang nyaman ini, dijual dengan pemandangan indah yang menambah nilai estetika di li... 4 + 1 4 + 1 1 + 2 LT: 475 m² LB: 750 m² oleh Rudy ERA GADING",1,1,0
"Rumah di Raffles Hills. Cek segera rumah 2 lantai yang nyaman ini, dijual dengan pemandangan asri yang menambah nilai estetika di lingkungan hunian. Rumah ini berada di wilayah yang mudah dijangkau serta menghadirkan lingkungan fasilitas yang lengkap, cocok untuk Anda yang menginginkan hunian aman. Spesifikasi Utama Properti: - Kamar Tidur: 5 - Kamar Mandi: 3 - Sertifikat: SHM - Sertifikat Hak Milik Fitur unggulan: - Lokasi di Pusat Kota. - Adem & Sejuk. - Lingkungan Tenang dan Damai. - Pemandangan Gunung. - Cocok Untuk Investasi. - Cocok Untuk Dijual Kembali. - Properti Bisa Nego. - Akses Jalan Muat 2 Mobil. - Lokasi Strategis. - Lokasi Bebas Banjir. - One Gate System. - Bisa KPR. Terletak di Raffles Hills, rumah ini memberikan kemudahan akses ke berbagai fasilitas menarik. Dengan harga Rp. 3.000.000.xxx, anda bisa memiliki hunian terbaik yang sudah siap huni dan bersertifikat SHM - Sertifikat Hak Milik. Segera ambil kesempatan untuk menikmati investasi di kawasan Raffles Hills yang nyaman ini! Kontak segera untuk informasi lebih lanjut! 8 Rumah Premier Komplek Perumahan Bisa Nego Siap Huni Bebas Banjir Dekat Akses Transportasi Rp 3 Miliar Rp 14 Jutaan (Tenor 20 Tahun) Rp 18 Jutaan (Tenor 15 Tahun) Rumah Kt.5 Raffleshills Dekat LRT Harjamukti Cibubur Raffles Hills, Jakarta Timur Rumah di Raffles Hills. Cek segera rumah 2 lantai yang nyaman ini, dijual dengan pemandangan asri yang menambah nilai estetika di lingkungan huni... 5 3 2 + 1 LT: 200 m² LB: 235 m² oleh Susilawaty",1,1,1
"Perdana cluster baru di metland menteng harga mulai 1,2man Dengan pilihan type unit : - Type 5x11 (SOLD) - Type 5x12 - Type 6x12 (type terbesar) Bangunan : 2 lantai Luas tanah : 60m Dimensi : 5x12 Luas bangunan : 79 Kamar tidur : 3 Kamar mandi : 2 Carport : 1 Ada taman, open space Keunggulan : 1. Lokasi depan di jalan boulevard metland menteg 2. Dekat dengan sekolah santo yoseph 3. Dekat dengan Hachi Grill, Solaria, Kampung Kecil, dll 4. Dekat dengan AEON Mall JGC, IKEA 5. Dekat dengan RS Mayapada Garden City 6. Dekat dengan Akses Toll Harga mulai : 1,2m an (KPR bisa kami bantu) UNIT TERBATAS !!! More info: Wiliam tirta 0 8 1 5 8 6 4 2 9 5 8 2 0 8 7 7 7 7 8 8 6 6 9 9 RE/MAX Premier Specialist area JGC & Cakung 13 Rumah Premier Dekat Pusat Perbelanjaan Dekat Fasilitas Kesehatan Rp 1,2 Miliar Rp 5 Jutaan (Tenor 20 Tahun) Rp 7 Jutaan (Tenor 15 Tahun) Rumah Brand New 2 Lantai Start 1,2M An Neora @Metland Menteng Cakung Metland Menteng, Jakarta Timur Perdana cluster baru di metland menteng harga mulai 1,2man Dengan pilihan type unit : - Type 5x11 (SOLD) - Type 5x12 - Type 6x12 (type terbe... 2 2 1 LT: 60 m² LB: 79 m² oleh RE/MAX PREMIER",0,1,0
"Rumah Cluster Bebas Banjir di Jatiwaringin, Jakarta Timur - Dinding Bata Merah - One Gate System Spesifikasi Luas tanah : 133 m² Luas bangunan : 250 m² Kamar tidur : 4+1 Kamar mandi : 2+1 Listrik : 3200 Bangunan Hadap Barat Legalitas : SHM Apakah ada IMB : Ada Status Legalitas : On hand Carport : 1 Mobil Garas : 1 Mobil Furnished : Unfurnished Akses tol terdekat : Tol Dalam kota dan Cikampek Harga : Rp 2 M Nego by Owner 11 Rumah Premier Komplek Perumahan Bebas Banjir Dekat Akses Transportasi Rp 2 Miliar Rp 9 Jutaan (Tenor 20 Tahun) Rp 12 Jutaan (Tenor 15 Tahun) Rumah Cluster Bebas Banjir di Jatiwaringin, Jakarta Timur Jatiwaringin, Jakarta Timur Rumah Cluster Bebas Banjir di Jatiwaringin, Jakarta Timur - Dinding Bata Merah - One Gate System Spesifikasi Luas tanah : 133 m² Luas bangunan ... 4 3 1 + 1 LT: 133 m² LB: 250 m² oleh AMRONI",1,1,1
"Jual Cluster Primary Alamanda Luas Tanah: 106 (7x15) Hook Luas Bangunan : 95 Kamar Tidur: 3 Kamar Mandi: 3 Free PPN Benefit : âï¸ Tanpa DP/Diskon, hanya bayar tanda jadi 30 juta langsung akad Bank âï¸ Subsidi Biaya KPR/Diskon âï¸ Subsidi Biaya AJB âï¸ Free PPN, tahun depan PPN naik 12% âï¸ Diskon Tambahan âï¸ KPR 99% dibantu sampai dengan Approved Siap Huni Tersedia Hadap : Utara, Selatan, Timur atau Barat... sesuaikan dengan Feng Shui dan kebutuhan anda. 9 Rumah Premier Subsidi DP 0% Siap Huni Dekat Sekolah Rp 2,07 Miliar Rp 10 Jutaan (Tenor 20 Tahun) Rp 13 Jutaan (Tenor 15 Tahun) Rumah Mewah Tanpa Indant Promo Ratusan Juta Tanpa DP Free Biaya2.anti Banjir.di Bantu Lolos KPR Tanpa Ribet Didampingi Sampai Dapet Kunci Jgc Cakung Jakarta Timur Cakung, Jakarta Timur Jual Cluster Primary Alamanda Luas Tanah: 106 (7x15) Hook Luas Bangunan : 95 Kamar Tidur: 3 Kamar Mandi: 3 Free PPN Benefit : âï¸ Tanpa... 3 3 1 + 2 LT: 102 m² LB: 112 m² oleh Neng Susi ERA Matrix",1,1,0
"Rumah mewah komplek marinir pondok kelapa Jakarta Timur Luas tanah 1400 M2 Luas bangunan 800 M2 Kamar tidur 6+2 Kamar mandi 6+2 R.tamu R.kerja lantai 2 Taman Dapur bersih Dapur kotor Garasi muat 2 mobil Carport muat 8 mobil Fasilitas olahraga di dalam rumah : Kolam renang Lapangan basket Lapangan basket & paviliun Sirkulasi rumah yang adem dengan taman yg luas Lengkap dengan private lift Rooftop Mezanine Mushola Harga 20,5 milyar nego SHM IMB Keamanan 24 jam Akses depan jalan lebar Bebas banjir Lokasi strategis: Dekat sekolahan Dekat kampus Dekat stasiun Klender baru & Buaran Dekat mall Buaran Dekat rumah sakit Dekat akses jalan BKT dan pintu tol Becakayu Kalimalang Info 0858xxxxxxxx 19 -16% Rumah Premier Komplek Perumahan Bebas Banjir Dekat Akses Transportasi Dekat Pusat Perbelanjaan Dekat Sekolah Dekat Fasilitas Kesehatan Dekat Landmark Rp 20,5 Miliar Rp 24.4 M Turun Rp 3.9 Miliaran Rp 100 Jutaan (Tenor 20 Tahun) Rp 129 Jutaan (Tenor 15 Tahun) Rumah Mewah Komplek Marinir Billymoon Pondok Kelapa Duren Sawit Jakarta Timur Pondok Kelapa, Jakarta Timur Rumah mewah komplek marinir pondok kelapa Jakarta Timur Luas tanah 1400 M2 Luas bangunan 800 M2 Kamar tidur 6+2 Kamar mandi 6+2 R.tamu R.kerja la... 8 8 2 + 8 LT: 1400 m² LB: 800 m² oleh ARIS SURYANA",1,1,1
"Rumah 2 lantai cluster tepi jalan raya Cilangkap cibubur Jakarta Timur. dekat LRT Harjamukti, Transjakarta, tol Jagorawi, tol Cijago, TSM Cibubur, Ramayana, RS mitra keluarga. ready stok, beberapa sudah di tempati. ROW 2 mobil. free AC 1 unit & smart door lock. 8 Rumah Premier Dekat Akses Transportasi Dekat Pusat Perbelanjaan Dekat Fasilitas Kesehatan Rp 1,65 Miliar Rp 8 Jutaan (Tenor 20 Tahun) Rp 10 Jutaan (Tenor 15 Tahun) Rumah Cluster 2 Lantai Tepi Jalan Raya Cilangkap Cibubur Cipayung Cilangkap, Jakarta Timur Rumah 2 lantai cluster tepi jalan raya Cilangkap cibubur Jakarta Timur. dekat LRT Harjamukti, Transjakarta, tol Jagorawi, tol Cijago, TSM Cibubur,... 3 2 2 LT: 69 m² LB: 70 m² oleh ROZI (VWDX) Independen",0,1,0
"Rumah baru siap huni Komplek Billymoon pondok kelapa Jakarta Timur Luas tanah 201 Luas bangunan 225 Kamar tidur 3+1 Kamar mandi 3 R.tamu Dapur R.keluarga Laundry room Carport muat 2 mobil Keamanan 24 jam Bebas banjir Akses jalan 2 mobil Harga 2,9 milyar nego SHM IMB Lokasi strategis/: Dekat sekolahan Dekat kampus Dekat pintu tol becakayu Kalimalang Dekat stasiun buaran Dekat stasiun LRT Jatibening Dekat akses jalan BKT & Kalimalang Dekat rumah sakit Info 0858xxxxxxxx 7 Rumah Premier Komplek Perumahan Siap Huni Bebas Banjir Dekat Akses Transportasi Dekat Sekolah Dekat Fasilitas Kesehatan Rp 2,9 Miliar Rp 14 Jutaan (Tenor 20 Tahun) Rp 18 Jutaan (Tenor 15 Tahun) Rumah Baru Siap Huni Billymoon Pondok Kelapa Jakarta Timur Pondok Kelapa, Jakarta Timur Rumah baru siap huni Komplek Billymoon pondok kelapa Jakarta Timur Luas tanah 201 Luas bangunan 225 Kamar tidur 3+1 Kamar mandi 3 R.tamu Dapur ... 4 3 2 LT: 200 m² LB: 225 m² oleh ARIS SURYANA",1,1,1
"RUMAH 3 LANTAI PREMIUM - HANYA 8 UNIT TERBATAS! Lokasi Strategis di Jl. Asem Gede, Utan Kayu Selatan - Jakarta Timur (Dekat RSUD Matraman, Green Pramuka Square) Temukan hunian modern eksklusif di kawasan strategis Jakarta Timur! Dirancang khusus untuk keluarga modern yang menginginkan kenyamanan, keamanan, kualitas konstruksi tinggi, serta nilai investasi yang terus meningkat. --- SPESIFIKASI UNGGULAN: ✅️ Bisa KPR ✅ 3 Lantai Fungsional - Tata ruang optimal, cocok untuk keluarga besar. ✅ Luas Tanah (LT): 60 - 67 m² ✅ Luas Bangunan (LB): 180 - 201 m² ✅ 2+2 Kamar Tidur | 4 Kamar Mandi ✅ Carport - Muat 1 mobil + motor ✅ Desain Modern Minimalis ✅ Listrik 3.500 Watt ✅ Pompa Air Shimizu + Sumur Bor ✅ Kusen Aluminium & Pintu Baja Berkualitas ✅ Lantai Granit 60x60 ✅ Fasilitas Kitchen Set, Tandon Air --- KUALITAS KONSTRUKSI TERUJI & MATERIAL PREMIUM: Pondasi dirancang dalam dan kuat dengan kedalaman galian hingga ±2,6 meter serta cakar ayam ukuran besar hingga 2x2 meter, memberikan kestabilan ekstra dan daya tahan terhadap beban bangunan hingga 3 lantai. Struktur beton bertulang dengan pembesian full kualitas besi ulir BUKAN banci. Dinding hebel SNI + plester aci tebal yang sangat kuat Finishing cat menggunakan Dulux Weathershield - kualitas premium & tahan cuaca Full granit 60x60 untuk lantai - memberi kesan mewah dan tahan lama ☁️ Atap gypsum rapi dan elegan --- HARGA Rp 1,85M nego ,sudah berikut balik nama surat SHM --- KEUNGGULAN LOKASI: 5 menit ke RSUD Matraman 10 menit ke Pasar Jatinegara 5 menit ke Tol Rawamangun Dekat sekolah, masjid, supermarket, mall & akses transportasi umum (busway, Jak Lingko) --- Segera 22 Rumah Premier Dekat Akses Transportasi Dekat Pusat Perbelanjaan Dekat Sekolah Dekat Tempat Ibadah Rp 1,8 Miliar Rp 8 Jutaan (Tenor 20 Tahun) Rp 11 Jutaan (Tenor 15 Tahun) Rumah Baru Murah Utan Kayu Matraman Jakarta Timur Utan Kayu, Jakarta Timur RUMAH 3 LANTAI PREMIUM - HANYA 8 UNIT TERBATAS! Lokasi Strategis di Jl. Asem Gede, Utan Kayu Selatan - Jakarta Timur (Dekat RSUD Matrama... 4 4 1 LT: 67 m² LB: 201 m² oleh ARIS SURYANA",0,1,1
"Rumah Baru 2 lantai cluster pinggir jalan raya di Cilangkap, Jakarta Timur. Booking fee 10 juta all in. One gate, security 24 jam. Dijual rumah di wilayah yang nyaman dengan pemandangan Lokasi di Pusat Kota. Properti 1 lantai ini berada di lingkungan Lokasi Pinggiran Kota. Rinciannya adalah sebagai berikut: - Kamar Tidur: 3 - Kamar Mandi: 2 - Sertifikat: SHM Tentunya properti ini layak untuk anda dapatkan karena: - Lokasi di Pusat Kota. - Lokasi Pinggiran Kota. - Dekat Kawasan Bisnis & Industri. - Lingkungan Tenang dan Damai. - Adem & Sejuk. - Pemandangan City View. - Cocok Untuk Investasi. - Cocok Untuk Dijual Kembali. - Aset Kepemilikan Pribadi (Tangan Pertama). - Properti Bisa Nego. - Akses Jalan Muat 2 Mobil. - Lokasi Strategis. - Lokasi Bebas Banjir. - One Gate System. - Bisa KPR. - Properti Eksklusif. - Dijual Cepat Butuh Uang. Keberadaan rumah berikut mudah dijangkau, hanya selangkah menuju berbagai fasilitas utama dan menarik. Dengan Rp. 1.616.000.xxx, anda dapat langsung dapatkan rumah eksklusif di daerah Cilangkap ini. 6 Rumah Premier Komplek Perumahan Bisa Nego Bebas Banjir Dekat Sekolah Rp 1,62 Miliar Rp 7 Jutaan (Tenor 20 Tahun) Rp 10 Jutaan (Tenor 15 Tahun) Rumah Baru 2 Lantai Cluster Pinggir Jalan Raya Cilangkap Cilangkap, Jakarta Timur Rumah Baru 2 lantai cluster pinggir jalan raya di Cilangkap, Jakarta Timur. Booking fee 10 juta all in. One gate, security 24 jam. Dijual rumah di... 3 2 2 LT: 68 m² LB: 72 m² oleh ROZI (VWDX) Independen",1,1,1
"Di jual Rumah komp Kav PTB Dki Pondok kelapa, Jakarta timur Rumah cantik siap huni Bebas banjir Hadap timur Lt 130 Lb 180 KT 3+1 KM 3+1 2.5lantai Shm Listrik 2.200 Pam dan Jet pam Ac dan kitchen set Akses tol terdekat : Becakayu, Jatibening, Pondok kelapa Kalimalang Dekat : LRT Jatibening Harga 3M nego 19 Rumah Premier Siap Huni Bebas Banjir Dekat Akses Transportasi Rp 3 Miliar Rp 14 Jutaan (Tenor 20 Tahun) Rp 18 Jutaan (Tenor 15 Tahun) Dijual Rumah Siap Huni Komp Kav PTB Dki Pondok kelapa, Jakarta timur Pondok Kelapa, Jakarta Timur Di jual Rumah komp Kav PTB Dki Pondok kelapa, Jakarta timur Rumah cantik siap huni Bebas banjir Hadap timur Lt 130 Lb 180 KT 3+1 KM 3+1 2.5lanta... 3 + 1 3 + 1 1 LT: 130 m² LB: 180 m² oleh Yeyen RWSB",1,1,1
"Rumah hook 2 lantai di Cibubur, Jakarta Timur. Dijual rumah hook di wilayah yang nyaman. Properti 2 lantai ini berada di lingkungan perumahan/komplek. Spesifikasinya adalah sebagai berikut: - Kamar Tidur: 5 - Kamar Mandi: 3 - Sertifikat: SHM - Sertifikat Hak Milik - Daya Listrik: 3500 W Properti ini telah lengkap dengan fasilitas: - Keamanan 24 jam. - Kolam Renang. - Masjid. - One Gate System. - Taman. - Taman. Keberadaan rumah ini terjangkau, hanya selangkah menuju berbagai fasilitas utama dan menarik. Hanya Rp. 0, anda dapat langsung dapatkan rumah strategis di daerah Cibubur ini. 14 Rumah Premier Komplek Perumahan Dekat Tempat Ibadah Rp 2,7 Miliar Rp 13 Jutaan (Tenor 20 Tahun) Rp 17 Jutaan (Tenor 15 Tahun) Rumah Murah 2 Lantai LT 297 di Legenda Wisata Cibubur Siap Nego Cibubur, Jakarta Timur Rumah hook 2 lantai di Cibubur, Jakarta Timur. Dijual rumah hook di wilayah yang nyaman. Properti 2 lantai ini berada di lingkungan perumahan/komp... 5 3 2 LT: 297 m² LB: 250 m² oleh IRMA SAKURA",0,1,1
"Rumah. murah komplek AL duren sawit Jakarta Timur Luas tanah 160 m2 Luas bangunan 250 m2 kamar tidur 4+1 Kamar mandi 3 R.tamu Dapur garasi mobil carport keamanan 24 jam bebas banjir akses jalan 2 mobil harga 2,6 milyar nego SHM IMB Lokasi strategis: Dekat sekolahan Dekat pintu tol becakayu Kalimalang Dekat Polsek duren sawit Dekat akses jalan bkt Dekat RS duren sawit Jakarta Timur Info 0858xxxxxxxx 23 Rumah Premier Komplek Perumahan Bebas Banjir Dekat Akses Transportasi Dekat Fasilitas Kesehatan Dekat Landmark Rp 2,6 Miliar Rp 12 Jutaan (Tenor 20 Tahun) Rp 16 Jutaan (Tenor 15 Tahun) Rumah Murah Komplek Duren Sawit Jakarta Timur Duren Sawit, Jakarta Timur Rumah. murah komplek AL duren sawit Jakarta Timur Luas tanah 160 m2 Luas bangunan 250 m2 kamar tidur 4+1 Kamar mandi 3 R.tamu Dapur garasi mobil ... 5 3 1 + 1 LT: 160 m² LB: 169 m² oleh ARIS SURYANA",1,1,1
"Properti ini sangat cocok untuk klien high profile yang mengutamakan privasi, kualitas, dan kenyamanan hidup kelas atas. - Rumah mewah 4 lantai - Bangunan kokoh, layout sangat lega & elegan - ⁠Bisa penambahan Kolam renang di lantai 4 (gambar design by emporio architec) - ⁠garasi 4 mobil - Kondisi sangat terawat - Dijual FULLY FURNISHED termasuk seluruh perabot & elektronik - Siap huni - minor renovasi #272589 10 -16% Rumah Premier Siap Huni Rp 6,9 Miliar Rp 8.2 M Turun Rp 1.3 Miliaran Rp 33 Jutaan (Tenor 20 Tahun) Rp 43 Jutaan (Tenor 15 Tahun) Rumah Mewah Siap Huni Full Furnished Pulomas Jaktim S9475 Pulomas, Jakarta Timur Properti ini sangat cocok untuk klien high profile yang mengutamakan privasi, kualitas, dan kenyamanan hidup kelas atas. - Rumah mewah 4 lantai - ... 3 + 1 4 + 1 3 LT: 145 m² LB: 450 m² oleh Angelia Hasibuan",0,1,0
